Ref_RTT1,Ref_RTT2,Ref_RTT3,Ref_RTT4,Ref_5g_RTT1,Ref_5g_RTT2,Ref_5g_RTT3,Ref_5g_RTT4,Ref_2_4g_RTT1,Ref_2_4_RTT2,Ref_2_4_RTT3,Ref_2_4_RTT4,TX_Part1,TX_Part2,TX_Part3,TX_Part4,RTT1,RTT2,RTT3,RTT4
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,1.0,1.0,42.23,41.696,35.648,34.236
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,1.0,1.0,44.55,44.972,35.277,34.224
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,1.0,1.0,33.152,32.387,30.54,30.568
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,1.0,1.0,31.357,30.55,28.298,29.688
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,1.0,1.0,38.965,37.995,41.009,41.811
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.8,1.0,32.705,31.106,31.793,31.634
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.8,1.0,33.445,31.999,33.853,32.569
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.8,1.0,35.823,35.938,34.175,32.725
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.8,1.0,40.098,41.024,37.872,37.493
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.8,1.0,33.908,36.559,31.35,29.602
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,1.0,1.0,1.0,33.086,32.708,31.107,31.444
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,1.0,1.0,1.0,31.064,31.142,28.995,30.23
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,1.0,1.0,1.0,37.583,39.238,39.332,37.782
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,1.0,1.0,1.0,35.013,36.256,37.059,37.18
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,1.0,1.0,1.0,35.339,36.329,37.129,36.273
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,0.8,1.0,1.0,32.394,33.067,30.832,31.908
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,0.8,1.0,1.0,35.614,38.058,40.938,39.874
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,0.8,1.0,1.0,32.81,33.507,34.395,31.345
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,0.8,1.0,1.0,26.985,25.179,27.833,27.463
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,0.8,1.0,1.0,30.65,31.838,30.176,29.484
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.6,1.0,33.404,31.481,32.642,31.226
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.6,1.0,27.834,27.795,26.045,26.142
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.6,1.0,37.392,36.98,36.071,36.424
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.6,1.0,31.722,29.577,29.326,29.231
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.6,1.0,32.689,34.477,31.542,31.882
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,1.0,1.0,1.0,29.112,28.334,26.832,27.017
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,1.0,1.0,1.0,45.72,46.364,39.439,39.412
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,1.0,1.0,1.0,88.664,92.069,72.456,71.374
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,1.0,1.0,1.0,145.826,206.632,56.95,57.028
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,1.0,1.0,1.0,38.356,42.649,34.904,33.013
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,1.0,0.8,1.0,48.986,50.157,41.245,40.519
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,1.0,0.8,1.0,41.427,42.267,40.298,39.205
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,1.0,0.8,1.0,34.359,34.718,34.34,34.517
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,1.0,0.8,1.0,34.662,36.822,32.888,34.074
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,1.0,0.8,1.0,37.968,39.748,38.14,39.536
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.8,0.8,32.415,31.176,29.4,31.076
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.8,0.8,35.317,34.961,32.618,30.994
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.8,0.8,30.941,30.829,32.105,32.027
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.8,0.8,36.951,35.484,37.332,36.797
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.8,0.8,41.412,39.868,37.018,35.906
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,0.8,0.8,1.0,36.427,35.89,32.344,32.206
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,0.8,0.8,1.0,32.773,33.086,29.694,30.51
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,0.8,0.8,1.0,30.251,30.368,29.124,29.09
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,0.8,0.8,1.0,40.198,41.078,37.193,34.9
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.8,0.8,0.8,1.0,28.305,28.19,29.097,26.355
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.6,0.8,31.647,30.843,31.694,30.251
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.6,0.8,33.478,34.343,28.469,30.878
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.6,0.8,29.766,30.135,26.776,26.315
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.6,0.8,27.289,29.374,27.616,30.639
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,1.0,1.0,0.6,0.8,27.62,28.529,26.296,28.083
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,0.8,1.0,1.0,27.165,27.704,24.45,24.725
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,0.8,1.0,1.0,33.464,33.982,31.364,30.908
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,0.8,1.0,1.0,30.207,30.113,28.655,27.3
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,0.8,1.0,1.0,27.145,26.129,28.961,27.397
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,0.8,1.0,1.0,26.857,29.783,26.016,26.432
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,0.6,0.6,0.6,19.989,21.167,21.481,21.089
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,0.6,0.6,0.6,19.597,20.308,19.769,20.189
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,0.6,0.6,0.6,18.892,18.498,22.283,22.994
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,0.6,0.6,0.6,20.106,19.9,23.145,23.079
22.451,22.503,23.377,23.914,22.4,23.2,21.0,20.8,9.6,9.6,13.6,14.2,0.6,0.6,0.6,0.6,21.772,20.888,22.097,21.513
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,1.0,0.8,1.0,23.461,24.621,28.501,26.04
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,1.0,0.8,1.0,29.278,29.865,26.804,29.826
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,1.0,0.8,1.0,38.493,41.268,32.852,33.304
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,1.0,0.8,1.0,26.423,27.296,24.708,24.52
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,1.0,0.8,1.0,28.663,28.845,27.003,26.02
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,1.0,0.8,0.8,29.832,28.777,32.418,31.245
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,1.0,0.8,0.8,27.856,26.65,27.775,28.68
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,1.0,0.8,0.8,29.898,30.714,28.094,27.94
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,1.0,0.8,0.8,30.073,30.671,30.818,29.573
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,1.0,0.8,0.8,28.618,31.161,30.909,29.647
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,1.0,0.6,1.0,32.457,33.555,29.6,28.653
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,1.0,0.6,1.0,25.772,27.696,28.396,26.53
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,1.0,0.6,1.0,23.39,23.986,24.857,24.86
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,1.0,0.6,1.0,25.356,27.521,26.317,25.002
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,1.0,0.6,1.0,30.448,30.442,27.801,26.169
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.4,1.0,31.385,33.3,27.585,28.084
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.4,1.0,25.587,25.335,26.699,25.344
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.4,1.0,28.229,29.104,26.607,25.464
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.4,1.0,23.074,23.184,28.067,22.602
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.4,1.0,23.973,24.118,23.922,23.143
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.4,1.0,1.0,1.0,23.955,25.828,24.099,23.274
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.4,1.0,1.0,1.0,24.555,24.971,23.04,23.555
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.4,1.0,1.0,1.0,25.969,27.581,24.199,24.019
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.4,1.0,1.0,1.0,22.243,24.375,23.594,22.514
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.4,1.0,1.0,1.0,25.26,25.439,24.098,23.681
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,0.6,1.0,1.0,27.504,26.858,25.85,26.114
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,0.6,1.0,1.0,22.542,22.115,21.851,22.903
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,0.6,1.0,1.0,24.571,24.262,25.183,24.184
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,0.6,1.0,1.0,22.395,22.122,22.875,22.967
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,0.6,1.0,1.0,24.104,25.191,23.554,21.218
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,0.8,0.8,0.8,30.211,29.165,26.875,28.18
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,0.8,0.8,0.8,23.267,24.18,26.735,25.652
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,0.8,0.8,0.8,28.173,28.766,24.767,26.369
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,0.8,0.8,0.8,30.472,30.452,30.683,29.237
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,0.8,0.8,0.8,24.57,25.55,24.571,23.824
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,0.8,0.6,1.0,27.468,26.604,26.898,28.201
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,0.8,0.6,1.0,25.294,25.958,26.087,22.85
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,0.8,0.6,1.0,31.097,32.18,30.983,30.011
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,0.8,0.6,1.0,23.414,22.549,23.955,24.063
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.8,0.8,0.6,1.0,25.547,24.24,24.868,22.415
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.6,0.6,24.083,23.313,25.488,23.462
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.6,0.6,25.019,24.343,26.278,24.906
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.6,0.6,24.776,25.044,24.961,23.742
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.6,0.6,21.776,22.708,27.405,27.527
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.6,0.6,25.142,24.219,25.784,24.354
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.2,1.0,28.286,29.901,28.069,25.586
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.2,1.0,24.225,23.015,22.291,22.509
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.2,1.0,25.745,26.125,24.828,24.617
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.2,1.0,39.97,39.294,38.411,35.779
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.2,1.0,23.664,23.671,23.16,23.427
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.4,0.8,26.438,25.492,24.495,26.281
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.4,0.8,26.164,27.14,23.658,25.512
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.4,0.8,25.095,25.091,22.972,25.39
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.4,0.8,24.951,24.611,25.027,25.398
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,1.0,1.0,0.4,0.8,32.443,31.339,30.528,30.86
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,0.6,0.6,0.6,22.626,22.615,24.503,23.873
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,0.6,0.6,0.6,25.73,25.735,27.688,26.003
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,0.6,0.6,0.6,22.447,22.704,22.885,23.073
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,0.6,0.6,0.6,22.008,22.852,24.135,23.361
20.071,20.152,21.755,21.773,20.2,20.4,19.8,19.4,9.4,9.6,12.6,12.6,0.6,0.6,0.6,0.6,23.526,24.289,22.322,23.704
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.2,1.0,1.0,1.0,25.614,28.501,24.611,24.674
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.2,1.0,1.0,1.0,24.417,28.993,26.598,25.418
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.2,1.0,1.0,1.0,25.56,29.535,28.834,27.099
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.2,1.0,1.0,1.0,35.037,37.327,35.315,32.771
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.2,1.0,1.0,1.0,24.711,26.751,24.125,24.044
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.4,0.8,1.0,1.0,31.985,32.192,27.855,28.054
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.4,0.8,1.0,1.0,29.865,30.566,30.051,29.813
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.4,0.8,1.0,1.0,29.729,30.663,26.666,26.792
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.4,0.8,1.0,1.0,25.39,26.329,26.063,26.9
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.4,0.8,1.0,1.0,21.497,23.251,25.301,25.1
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.4,1.0,0.8,1.0,24.473,26.348,27.332,27.214
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.4,1.0,0.8,1.0,24.781,29.174,29.158,28.486
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.4,1.0,0.8,1.0,24.141,26.042,27.443,24.367
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.4,1.0,0.8,1.0,22.18,23.866,25.505,23.772
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.4,1.0,0.8,1.0,20.178,21.549,20.842,20.959
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,0.8,0.8,1.0,25.802,25.329,24.333,22.649
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,0.8,0.8,1.0,23.057,25.179,23.55,23.492
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,0.8,0.8,1.0,22.174,22.296,23.031,22.204
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,0.8,0.8,1.0,22.706,23.816,23.538,21.758
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,0.8,0.8,1.0,27.358,28.789,27.496,27.111
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,1.0,0.8,0.8,28.139,31.086,30.827,33.352
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,1.0,0.8,0.8,23.052,25.446,23.607,24.94
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,1.0,0.8,0.8,20.348,23.46,24.387,24.48
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,1.0,0.8,0.8,21.321,23.979,22.802,22.671
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,1.0,0.8,0.8,26.32,27.017,28.576,26.809
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,1.0,0.6,1.0,25.643,27.947,26.253,24.395
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,1.0,0.6,1.0,25.974,26.467,26.313,23.252
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,1.0,0.6,1.0,20.843,21.523,21.887,22.678
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,1.0,0.6,1.0,30.94,31.267,29.34,28.505
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,1.0,0.6,1.0,31.527,35.648,33.422,33.523
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.4,1.0,24.134,23.383,24.537,24.643
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.4,1.0,26.001,26.047,27.817,26.027
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.4,1.0,30.6,29.272,27.15,27.392
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.4,1.0,27.29,27.114,29.124,26.549
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.4,1.0,34.94,36.277,34.634,32.818
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.6,0.8,39.323,41.662,37.434,36.275
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.6,0.8,29.635,30.567,31.722,31.481
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.6,0.8,31.919,32.121,27.532,30.233
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.6,0.8,27.622,29.413,28.178,28.233
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.6,0.8,29.558,29.871,30.705,30.549
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.6,0.6,26.279,26.358,26.149,25.855
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.6,0.6,25.171,25.499,24.04,23.539
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.6,0.6,23.788,25.2,25.628,25.656
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.6,0.6,23.764,23.89,24.628,24.623
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,1.0,0.6,0.6,26.173,23.687,24.89,26.341
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,0.6,0.8,1.0,22.381,22.086,22.34,20.939
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,0.6,0.8,1.0,25.168,24.605,24.71,21.729
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,0.6,0.8,1.0,20.486,21.153,26.081,18.797
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,0.6,0.8,1.0,21.572,21.27,23.804,21.87
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.6,0.6,0.8,1.0,23.671,24.324,24.427,22.128
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,0.8,0.4,1.0,21.863,21.712,20.245,20.26
23.267,23.639,24.307,24.003,23.4,23.8,21.6,21.6,10.2,10.4,13.0,12.4,0.8,0.8,0.4,1.0,23.202,23.238,21.06,19.529
